ID,Selected,Date,Time,X950,X955,X960,X965,X970,X975,X980,X985,X990,X995,X1000,X1005,X1010,X1015,X1020,X1025,X1030,X1035,X1040,X1045,X1050,X1055,X1060,X1065,X1070,X1075,X1080,X1085,X1090,X1095,X1100,X1105,X1110,X1115,X1120,X1125,X1130,X1135,X1140,X1145,X1150,X1155,X1160,X1165,X1170,X1175,X1180,X1185,X1190,X1195,X1200,X1205,X1210,X1215,X1220,X1225,X1230,X1235,X1240,X1245,X1250,X1255,X1260,X1265,X1270,X1275,X1280,X1285,X1290,X1295,X1300,X1305,X1310,X1315,X1320,X1325,X1330,X1335,X1340,X1345,X1350,X1355,X1360,X1365,X1370,X1375,X1380,X1385,X1390,X1395,X1400,X1405,X1410,X1415,X1420,X1425,X1430,X1435,X1440,X1445,X1450,X1455,X1460,X1465,X1470,X1475,X1480,X1485,X1490,X1495,X1500,X1505,X1510,X1515,X1520,X1525,X1530,X1535,X1540,X1545,X1550,X1555,X1560,X1565,X1570,X1575,X1580,X1585,X1590,X1595,X1600,X1605,X1610,X1615,X1620,X1625,X1630,X1635,X1640,X1645,X1650
SP14:11002,N,10/12/16,11:44:14,0.1433698,0.1489726,0.1562963,0.164322,0.1723613,0.1800287,0.1868093,0.1918853,0.1950224,0.1965307,0.1968915,0.1962861,0.1949509,0.1931008,0.1907022,0.187849,0.1846667,0.1814652,0.1783868,0.1751765,0.1720632,0.1690294,0.1659669,0.1630009,0.1602931,0.1579829,0.1560403,0.1545244,0.15346,0.1527648,0.1525417,0.1527192,0.1533284,0.1545135,0.1568293,0.1616108,0.1702837,0.1836088,0.2005696,0.2198994,0.2405282,0.2604233,0.278517,0.2940767,0.307026,0.3185505,0.329402,0.3395519,0.3479284,0.3534189,0.3558853,0.3556266,0.3525123,0.346439,0.3381798,0.3292102,0.3211097,0.3144453,0.3092041,0.3052411,0.3022099,0.300086,0.2985777,0.2973809,0.2963172,0.2950448,0.2934555,0.2917725,0.2904056,0.2898797,0.2904552,0.2922587,0.2956499,0.3007446,0.3077219,0.3165437,0.3272287,0.3394774,0.3528282,0.3667324,0.3805737,0.3939702,0.4064229,0.4177433,0.4280638,0.4384385,0.4506554,0.4668825,0.4885764,0.5150958,0.5450211,0.5777187,0.6110286,0.6422014,0.6701775,0.694021,0.7134118,0.7280162,0.7384701,0.7458196,0.7507734,0.7541136,0.756002,0.7569115,0.7565862,0.7545261,0.7516535,0.7476587,0.7433147,0.7385417,0.7337646,0.728902,0.7237948,0.718845,0.71412,0.7094665,0.7054219,0.7020549,0.6991588,0.6965592,0.6941864,0.6918212,0.6897311,0.6874215,0.6851168,0.6825811,0.6796644,0.6763207,0.6719192,0.6666805,0.661048,0.6549775,0.6485375,0.6425861,0.6367366,0.630989,0.6255516,0.620384,0.6155248,0.6110978,0.6075055
SP14:11012,Y,10/12/16,11:46:15,0.1778833,0.1842369,0.192378,0.2012617,0.2102137,0.2187606,0.2263532,0.2321547,0.2358569,0.2377756,0.2384581,0.2380333,0.2369157,0.2351141,0.2327269,0.2297955,0.2264641,0.2230565,0.2196661,0.2162807,0.2128434,0.209387,0.2059159,0.2026124,0.1996485,0.1970858,0.1948931,0.1932368,0.192064,0.1913358,0.1911316,0.1913418,0.1920688,0.1934475,0.1960644,0.2013914,0.2111771,0.226201,0.245161,0.2664083,0.2888391,0.3104528,0.3302885,0.3473566,0.3613992,0.3738017,0.385489,0.3962973,0.4049527,0.4103791,0.4126227,0.4121965,0.4087959,0.4022838,0.3934213,0.3838102,0.375125,0.3680472,0.3624232,0.3581271,0.3548396,0.3524608,0.3507993,0.3495664,0.3485343,0.347264,0.3455918,0.3437084,0.3421911,0.3416196,0.3422844,0.3441973,0.3477746,0.3531686,0.3605183,0.3698912,0.381158,0.3941045,0.4080609,0.4224804,0.4369332,0.4508343,0.4635808,0.4750898,0.4856159,0.4960796,0.5081196,0.5242212,0.545511,0.5709418,0.5992335,0.6298195,0.6606178,0.6891646,0.7144118,0.735769,0.7530466,0.7661145,0.7755796,0.7823189,0.7867451,0.7899706,0.7916785,0.7925267,0.7920241,0.790148,0.7874334,0.7840322,0.7801843,0.7758808,0.771489,0.7669518,0.7623342,0.7578062,0.7534279,0.7492245,0.7454554,0.7424621,0.7398371,0.7373516,0.7350696,0.7329195,0.7308128,0.7287522,0.7265987,0.7240894,0.7214677,0.7183927,0.7145479,0.7100139,0.7050463,0.6998327,0.6943604,0.6889657,0.6836411,0.6784927,0.6735859,0.6691505,0.6647214,0.660749,0.6574687
SP14:11018,N,10/12/16,11:47:18,0.1796252,0.1859045,0.1938192,0.202569,0.2112502,0.2194288,0.2266677,0.2321809,0.2356385,0.2373697,0.2379521,0.2375571,0.2362492,0.2343597,0.231985,0.2291273,0.2259382,0.2227331,0.2196027,0.2163941,0.2131768,0.2100411,0.2068906,0.2038623,0.2011862,0.1989122,0.1969848,0.1954309,0.194367,0.1937476,0.1936103,0.1938661,0.1945182,0.1957897,0.1982013,0.2030894,0.2120482,0.2258215,0.2433151,0.2630965,0.2838676,0.303703,0.3215899,0.3368616,0.3496101,0.3607579,0.3710749,0.3804426,0.3879889,0.3928499,0.3948936,0.3946366,0.3918131,0.3863979,0.3791152,0.3712156,0.3640339,0.3581364,0.3533887,0.3497397,0.3469266,0.3449305,0.3434975,0.3424329,0.3415156,0.3403775,0.3388931,0.3372757,0.3359697,0.3355119,0.3361219,0.3379184,0.3413152,0.3463524,0.3532111,0.3616948,0.3719255,0.3836912,0.3963774,0.4094419,0.4223824,0.4347971,0.446265,0.4565648,0.4657521,0.4747282,0.4855325,0.5000954,0.5194849,0.5433587,0.5701334,0.5994288,0.6292812,0.6576554,0.6833094,0.7054156,0.7236087,0.7374488,0.7474751,0.7546505,0.7594358,0.7628665,0.7648635,0.765822,0.7652568,0.7630315,0.7598454,0.7558076,0.7514122,0.7467046,0.7418596,0.7370651,0.7318345,0.7268969,0.7221366,0.7175993,0.7136583,0.7103967,0.7076402,0.7051234,0.7028264,0.7005355,0.6983141,0.6961173,0.6938476,0.6912897,0.6886597,0.6855835,0.6815596,0.6767785,0.6717307,0.6663149,0.6605394,0.6552847,0.6500904,0.6450113,0.6400135,0.6355863,0.6312222,0.6272333,0.6240247
SP14:11021,N,10/12/16,11:48:53,0.1717244,0.1780609,0.1860953,0.1948772,0.2035981,0.2118866,0.2192492,0.2248455,0.2283572,0.2301881,0.2308427,0.230516,0.2293737,0.2277043,0.2254477,0.2226646,0.2194992,0.2162849,0.2131588,0.2099507,0.2066734,0.2034057,0.200112,0.1969806,0.1941364,0.1917194,0.1896997,0.1881197,0.1870167,0.1863599,0.1862338,0.1865369,0.1872649,0.1886311,0.1912578,0.1964909,0.2059621,0.2203371,0.238197,0.2580186,0.278692,0.2983503,0.316128,0.3313604,0.3438119,0.3547235,0.364856,0.3740683,0.3814264,0.3861651,0.3883067,0.3882227,0.3855642,0.3802531,0.372731,0.364433,0.3569598,0.3508123,0.3459437,0.3422379,0.3393669,0.3373475,0.3359064,0.3348151,0.3339082,0.332838,0.3313908,0.329779,0.3285176,0.3280644,0.3286555,0.3304337,0.3336287,0.3385222,0.3451677,0.353461,0.3634023,0.3747718,0.386995,0.3995801,0.4120244,0.4239223,0.4348734,0.4446994,0.4535241,0.4621668,0.4724469,0.4860537,0.5039959,0.5255826,0.5497817,0.5761478,0.6030676,0.6285287,0.6516474,0.6714971,0.687884,0.7005382,0.7097891,0.7163717,0.7208903,0.7241096,0.7258425,0.7266504,0.7260873,0.7241787,0.721337,0.7178391,0.7138546,0.7095625,0.7053846,0.7011359,0.6966628,0.6925094,0.6884405,0.6844956,0.6811289,0.6784249,0.6761525,0.6740461,0.6722019,0.6704205,0.6685877,0.6665869,0.6646544,0.6625053,0.6600918,0.6573138,0.6538309,0.6498638,0.6454749,0.6407548,0.6359288,0.6311203,0.6264273,0.6220383,0.6178396,0.6137887,0.6100403,0.6065222,0.603478
SP14:11030,N,10/12/16,11:50:07,0.1791822,0.1860376,0.1948285,0.2045294,0.2142712,0.22347,0.2315953,0.2378217,0.2417704,0.243788,0.2445116,0.2439752,0.2426376,0.2406412,0.2380619,0.2349129,0.2313195,0.2277065,0.2241968,0.220677,0.2171074,0.2135281,0.2099793,0.2065562,0.2034915,0.200892,0.1986823,0.1969378,0.1957002,0.1949787,0.1948221,0.1950817,0.1958735,0.1973624,0.2001785,0.2057892,0.2159088,0.2313376,0.2507082,0.2723501,0.2951054,0.3168743,0.3365103,0.3532147,0.3669726,0.3789966,0.3900483,0.4000908,0.4081828,0.4134449,0.4157327,0.4154132,0.4123459,0.4065943,0.398758,0.3902336,0.3824569,0.3759935,0.3707676,0.3667919,0.3637532,0.361609,0.3600719,0.358861,0.3578241,0.356539,0.3548353,0.3530338,0.3515618,0.3509983,0.3516263,0.3535545,0.3571562,0.3624453,0.3696791,0.3788413,0.389852,0.4024704,0.4160078,0.4299831,0.4437534,0.4568564,0.4688016,0.4795341,0.489147,0.4984215,0.5092384,0.5238101,0.5432298,0.5667756,0.5931417,0.621644,0.6505663,0.6777197,0.7021672,0.7229632,0.7399238,0.7526932,0.7618569,0.7683287,0.7728044,0.7759189,0.7776231,0.7783528,0.7776834,0.7756128,0.7725983,0.7688091,0.7644354,0.7602526,0.7559043,0.7512259,0.7463701,0.7418131,0.7374568,0.7330668,0.7293148,0.726439,0.7239072,0.7215169,0.7195113,0.7176601,0.7155105,0.7134046,0.7113806,0.7089232,0.706407,0.703643,0.7000073,0.6956903,0.6909899,0.6860637,0.6810508,0.6759548,0.6711217,0.6664878,0.6621249,0.6581561,0.6543516,0.6507152,0.6478227
SP14:11039,N,10/12/16,11:53:20,0.1758547,0.1828614,0.1916539,0.2012044,0.2107129,0.2197783,0.227767,0.2337694,0.2375814,0.2394347,0.2399425,0.2393225,0.2378241,0.2356608,0.2330121,0.2298079,0.2261993,0.2225434,0.2190307,0.2155298,0.2120079,0.2085654,0.2051235,0.2018439,0.1988586,0.1962937,0.1941512,0.192484,0.1913408,0.1906296,0.1904166,0.1907104,0.1914372,0.1928562,0.1955618,0.2009312,0.2107787,0.2259185,0.2450484,0.2666613,0.2893813,0.3110899,0.3305395,0.3471969,0.3611086,0.3733802,0.384736,0.3949524,0.4032938,0.4087919,0.4111604,0.4108651,0.4077412,0.401828,0.3938229,0.3851698,0.3773099,0.370768,0.3655835,0.3616365,0.3585969,0.3564943,0.354982,0.353796,0.3527113,0.3513896,0.3497013,0.3479199,0.3465776,0.3461268,0.3468046,0.3488182,0.3525005,0.357978,0.3654779,0.3749239,0.3863191,0.3992816,0.4131593,0.4273861,0.4414092,0.4548389,0.4671254,0.4782541,0.4882952,0.4980379,0.5094606,0.5248478,0.5452521,0.5699343,0.5974407,0.6271365,0.6570525,0.6852185,0.710499,0.7320108,0.7496298,0.7631748,0.7730023,0.779967,0.784613,0.7878766,0.7896904,0.7905372,0.7899714,0.7879134,0.7849453,0.781068,0.7768208,0.7723562,0.7677982,0.7629873,0.7582009,0.7536612,0.7491615,0.744892,0.7413403,0.7384956,0.7358776,0.7336594,0.7315154,0.7295614,0.7275934,0.7254196,0.7232336,0.7210978,0.7186596,0.7157247,0.7119184,0.7073852,0.7024091,0.6970629,0.6917925,0.6865171,0.6813588,0.6765383,0.6717334,0.6672467,0.6630421,0.6592413,0.6560673
SP14:11042,N,10/12/16,11:55:07,0.1782898,0.1852003,0.1938582,0.2033572,0.2128207,0.2217932,0.2297063,0.235718,0.2394891,0.2413815,0.2420063,0.2414725,0.2400404,0.237997,0.2353567,0.2322086,0.2286394,0.2249708,0.2214287,0.2178744,0.2142701,0.2106968,0.2071418,0.2037393,0.200687,0.1980651,0.1958488,0.194145,0.1929897,0.1922696,0.1920756,0.1924206,0.1932013,0.1946227,0.197387,0.2029851,0.2130748,0.2284932,0.2479482,0.2697646,0.2926463,0.3144715,0.3341973,0.3511489,0.3653302,0.377857,0.3894135,0.3998676,0.4082963,0.4137806,0.4160785,0.4155139,0.4120548,0.4059044,0.397639,0.3888072,0.3807455,0.3740634,0.3687403,0.3647516,0.3616579,0.3595174,0.3579336,0.356712,0.3556541,0.3543855,0.3527803,0.3509582,0.3494834,0.348965,0.3496241,0.3516403,0.3554105,0.361019,0.3686281,0.3781835,0.3897168,0.402858,0.4170062,0.4315838,0.4459752,0.4597108,0.4723504,0.4838146,0.494147,0.5043234,0.5162362,0.532095,0.5534428,0.5794157,0.6084496,0.6396389,0.6709654,0.7002245,0.7265216,0.7486128,0.7665241,0.7804127,0.7904139,0.7973219,0.8021248,0.8055227,0.8074137,0.8082881,0.8076946,0.8059465,0.8031241,0.7992947,0.795068,0.7905794,0.7861369,0.7813641,0.7764009,0.7719154,0.7674379,0.7630605,0.7593538,0.7561446,0.7534822,0.750962,0.7490059,0.7469059,0.7446487,0.7425696,0.7404706,0.7380416,0.7354141,0.7324269,0.7284843,0.7238988,0.7186659,0.713205,0.7076139,0.701961,0.6965621,0.691502,0.6865645,0.6818568,0.6772768,0.6732174,0.670126
SP14:11046,Y,10/12/16,11:56:18,0.1785721,0.1848911,0.1929986,0.2018911,0.210854,0.2192437,0.226638,0.2323042,0.235868,0.2375828,0.2380529,0.2375104,0.2361661,0.2341973,0.2316882,0.2285865,0.2250798,0.2215163,0.2180746,0.2145911,0.2110129,0.2074458,0.2038975,0.2004601,0.1974214,0.1947124,0.1924448,0.1906579,0.1894571,0.188763,0.1886617,0.1890607,0.1899681,0.1915974,0.1946495,0.2006451,0.211182,0.2268557,0.2459786,0.2669794,0.2890048,0.310235,0.3295173,0.3459007,0.3591613,0.3705564,0.3810168,0.3904689,0.3979281,0.4025855,0.404488,0.404117,0.4011634,0.3955947,0.3879578,0.3795897,0.3718991,0.365522,0.3602799,0.3562056,0.3529304,0.3505877,0.3489243,0.3476241,0.3466048,0.3453635,0.3437179,0.3418977,0.340482,0.3399582,0.3406488,0.3425969,0.3461773,0.3515036,0.3587755,0.3679243,0.3789746,0.3916528,0.4053687,0.4195859,0.4336245,0.4469058,0.4591713,0.4703042,0.4801551,0.4896722,0.5011408,0.5169591,0.5383687,0.5646588,0.5946119,0.6277046,0.6618899,0.6946152,0.7245346,0.7502882,0.771412,0.787571,0.7992005,0.8072356,0.8127198,0.816433,0.8184603,0.8193755,0.8183902,0.8157027,0.8116168,0.8064813,0.8009188,0.795082,0.7890979,0.7830528,0.7769759,0.7709332,0.765208,0.7598002,0.7552534,0.7515373,0.7483221,0.7453977,0.7428127,0.7401878,0.7374904,0.7348183,0.7321582,0.7290967,0.7259144,0.7222266,0.7177997,0.7123811,0.706463,0.7003604,0.6940506,0.6879897,0.6822122,0.6767385,0.6714299,0.6665843,0.6621373,0.6581985,0.6550424
SP14:11049,N,10/12/16,11:57:33,0.1294363,0.1353948,0.1429059,0.1511622,0.1594467,0.1673912,0.1744162,0.1797641,0.1831231,0.1847835,0.1853008,0.1848527,0.1835166,0.1816534,0.1793066,0.1765515,0.1734298,0.1702471,0.1671719,0.1640733,0.1610098,0.157929,0.1548795,0.1519734,0.1493665,0.1471269,0.1452075,0.1437917,0.1427965,0.1421476,0.141905,0.1420639,0.1426756,0.1438526,0.1461057,0.1507053,0.159114,0.1721515,0.1887162,0.2075978,0.2277606,0.247345,0.2652224,0.2807182,0.2936782,0.3052813,0.3161649,0.3261854,0.3343834,0.3397813,0.3421082,0.3418054,0.3386163,0.3325761,0.3245056,0.3159048,0.3081002,0.3016573,0.2966585,0.2928855,0.2899907,0.2879694,0.2865384,0.285374,0.2842898,0.2830191,0.281468,0.2797636,0.2784797,0.2780044,0.2785464,0.2802971,0.2835728,0.2885075,0.2953064,0.3039913,0.3145217,0.3267007,0.3398536,0.3534693,0.3672464,0.3805515,0.3928911,0.404108,0.4144034,0.4246113,0.4365703,0.4526785,0.4742714,0.5009286,0.5314756,0.565331,0.6003377,0.633924,0.6646392,0.6913101,0.7133394,0.7305762,0.7433234,0.7524431,0.7588239,0.7632262,0.765918,0.7672519,0.7668677,0.7647825,0.7615404,0.7574007,0.7527252,0.7478994,0.7427925,0.737521,0.7320962,0.7267171,0.7215754,0.7167667,0.7125758,0.7092744,0.7063395,0.7036402,0.701225,0.6989673,0.6968123,0.6946141,0.6921355,0.6893455,0.6861724,0.6824341,0.6777663,0.6721947,0.6660874,0.6595913,0.6530734,0.6466209,0.6401811,0.6340232,0.6279756,0.622372,0.61702,0.6122034,0.6080554
SP14:11052,N,10/12/16,11:58:42,0.2181865,0.2229056,0.2294985,0.2371411,0.2449947,0.2525499,0.2593108,0.2643586,0.2673129,0.2684884,0.2684803,0.2673367,0.2654032,0.2628925,0.2598093,0.2561428,0.2521472,0.2480936,0.2441188,0.240143,0.2361622,0.2322543,0.2283108,0.2245611,0.2210649,0.2180785,0.2155665,0.2135317,0.2120482,0.211061,0.2106202,0.2106751,0.2112093,0.2124615,0.2150646,0.220455,0.2304065,0.2457952,0.2653837,0.2876176,0.3111123,0.3336833,0.3541883,0.3717807,0.3863952,0.3992828,0.4112802,0.4222734,0.4311638,0.4369015,0.4393627,0.4390275,0.435533,0.4289092,0.4198502,0.4100665,0.4012561,0.3940107,0.3882985,0.3840059,0.3807433,0.3785232,0.3769109,0.3756658,0.3745188,0.3731971,0.3714895,0.3696275,0.3681767,0.36764,0.368281,0.3702892,0.3740102,0.3796066,0.3872813,0.3969686,0.4086638,0.4219756,0.4364165,0.4512426,0.4658498,0.4798174,0.4926943,0.5043575,0.5150217,0.5255964,0.5378467,0.5540125,0.5753765,0.6009817,0.6295019,0.660277,0.6910009,0.7192228,0.7442176,0.7650151,0.7817051,0.7943338,0.803305,0.8094556,0.8137863,0.816798,0.8184209,0.819189,0.8184876,0.8165835,0.8137521,0.8101538,0.8062924,0.8021789,0.7980254,0.793675,0.7890691,0.7846904,0.7805433,0.7765875,0.7731166,0.7702239,0.7676772,0.7653505,0.7634099,0.7614589,0.759442,0.7574283,0.7553843,0.7531932,0.7507268,0.7478144,0.7442185,0.7399579,0.7353417,0.7303777,0.7252949,0.7202938,0.7154455,0.7109661,0.7064528,0.7023014,0.6984174,0.6949418,0.6921002
SP14:11056,N,10/12/16,11:59:55,0.1793784,0.1862557,0.1950681,0.2046443,0.2142756,0.2234102,0.2314888,0.2375985,0.2414306,0.2433443,0.2438524,0.2431595,0.2416316,0.2394737,0.2367202,0.2334332,0.2297969,0.2260556,0.222459,0.2188708,0.2152442,0.211698,0.2081454,0.2048104,0.2017169,0.1990568,0.1968393,0.1951573,0.1940169,0.1932936,0.1931389,0.193473,0.194266,0.1958142,0.1986373,0.2042678,0.2144399,0.2298681,0.2492803,0.2711154,0.2941524,0.3161857,0.3358852,0.3525555,0.366239,0.3781742,0.3891833,0.3992026,0.4074725,0.4129467,0.4153043,0.4150516,0.41203,0.406313,0.3984379,0.389849,0.3819475,0.3753348,0.3701183,0.3661021,0.3630412,0.3608387,0.3592434,0.3579954,0.3568258,0.3554264,0.3537435,0.3518938,0.3505286,0.3501023,0.3507668,0.3528061,0.3564563,0.3619374,0.3693732,0.3787808,0.3901233,0.4029863,0.4167991,0.4308639,0.4447569,0.4579734,0.4700417,0.4810108,0.4908045,0.5002804,0.5115737,0.5268491,0.547192,0.5720233,0.5998801,0.6300002,0.6605975,0.6894515,0.7153732,0.737483,0.7554697,0.7693255,0.7794278,0.7864707,0.791172,0.7942697,0.7959958,0.7967117,0.7958633,0.7934916,0.7900863,0.7859699,0.7814391,0.7765654,0.7715415,0.7664219,0.7613251,0.7563818,0.7517033,0.7473812,0.7436424,0.7406113,0.737879,0.7355326,0.7332804,0.7311665,0.7291254,0.7268485,0.7243699,0.7220004,0.7193518,0.7162514,0.712267,0.707741,0.7025563,0.6972654,0.6919863,0.6866094,0.6814868,0.6766526,0.6718374,0.6674553,0.663315,0.6596885,0.6568406
SP14:11064,N,10/12/16,12:01:00,0.1441536,0.1497975,0.1570765,0.1650863,0.1731022,0.1806961,0.1873981,0.1924581,0.195628,0.197168,0.1976117,0.1970237,0.1957267,0.1938347,0.1914793,0.1886441,0.1854088,0.1822149,0.179089,0.1759082,0.172712,0.1696186,0.1664428,0.1633958,0.1606926,0.1583978,0.1564282,0.1548609,0.1537866,0.1531233,0.1529488,0.1531965,0.1538897,0.1551452,0.1575923,0.162488,0.1713573,0.1848096,0.2016104,0.220362,0.2400372,0.2588572,0.2758929,0.2905798,0.302861,0.3136784,0.3235469,0.3323785,0.3394289,0.3439696,0.3458508,0.3454309,0.3426292,0.337543,0.3307055,0.3232837,0.3165253,0.3109218,0.3063854,0.3029013,0.3002189,0.298333,0.2969846,0.2959642,0.2950073,0.293937,0.2925039,0.2909567,0.2896722,0.2892056,0.2897905,0.291532,0.2947592,0.2995682,0.3061219,0.3143824,0.3243145,0.3357004,0.3479778,0.360735,0.3733549,0.3852833,0.3962628,0.4062829,0.415192,0.4238774,0.434143,0.4481931,0.4671479,0.490459,0.5167663,0.545343,0.5745234,0.6021706,0.6272787,0.6487406,0.6663234,0.6797622,0.6896758,0.6965755,0.7013261,0.7047137,0.7066367,0.7075003,0.7067782,0.704709,0.7016069,0.6977524,0.6933859,0.6887769,0.6841367,0.6792747,0.6742787,0.6695547,0.6649443,0.6605204,0.6565259,0.6534839,0.6507364,0.6481622,0.6459879,0.6437731,0.6415822,0.6393586,0.6371728,0.6345776,0.6319637,0.6289524,0.6249635,0.6204507,0.6154141,0.6101761,0.6048185,0.5994152,0.5943651,0.5896197,0.5850772,0.5807059,0.5766601,0.5729803,0.569948
SP14:11065,N,10/12/16,12:02:06,0.1558461,0.1611061,0.1680582,0.1757301,0.1833906,0.1906167,0.1969879,0.201832,0.2048668,0.2063721,0.206862,0.2063778,0.2053209,0.2037438,0.2015872,0.1989188,0.1959371,0.1928758,0.1898392,0.18675,0.1835959,0.1804063,0.1771973,0.1741416,0.1714382,0.1690913,0.1671018,0.1655958,0.1645283,0.1638655,0.1637354,0.1639944,0.1647346,0.1660347,0.1684389,0.1733768,0.1822892,0.1958629,0.2127296,0.2313534,0.2507519,0.2692478,0.2860701,0.3004802,0.3121696,0.3223596,0.3319395,0.3407505,0.3477686,0.3521345,0.3539428,0.3537251,0.3511578,0.3460512,0.3387644,0.3306677,0.3233262,0.3174097,0.3127236,0.3091242,0.306341,0.3043693,0.3029715,0.3019366,0.3011693,0.3001944,0.2988573,0.2973396,0.2961722,0.295729,0.2962596,0.2979077,0.3009624,0.3055389,0.3117234,0.3194525,0.3287464,0.3393779,0.3507539,0.3625389,0.3743434,0.3856665,0.3960456,0.4054622,0.4139486,0.4223528,0.4322288,0.4452825,0.4625767,0.4832934,0.5064205,0.5316278,0.5573995,0.5817229,0.6037076,0.6225062,0.6381128,0.6501069,0.6588495,0.665087,0.6692878,0.6722444,0.6740053,0.6748731,0.6743894,0.6727499,0.6701773,0.6668957,0.6630912,0.6589983,0.6549493,0.6506989,0.6464523,0.6422628,0.6380985,0.6342143,0.6307274,0.6279227,0.6253516,0.6230271,0.6209333,0.6188905,0.6169527,0.6149575,0.6129026,0.6106255,0.6082749,0.6056496,0.6021371,0.5980487,0.5935254,0.5887764,0.5840698,0.5792395,0.5745888,0.5702257,0.5660892,0.5620676,0.5583787,0.5551577,0.5523418
SP14:11075,N,10/12/16,12:03:35,0.1720596,0.1787584,0.1872425,0.1963972,0.2056237,0.214325,0.2220558,0.2278962,0.2315024,0.2333526,0.2338902,0.2333102,0.2318575,0.2298485,0.2272934,0.2241933,0.2207461,0.2172194,0.2138159,0.2103718,0.2068952,0.2035035,0.2001285,0.196871,0.1939601,0.1914096,0.1893189,0.1876672,0.1865388,0.1858415,0.1856204,0.1858833,0.1866354,0.1879881,0.1905567,0.1958174,0.2053498,0.2200607,0.2386245,0.2595656,0.2815263,0.3024813,0.3212608,0.3371682,0.3502996,0.361728,0.3723842,0.3821437,0.3900743,0.3952799,0.3976393,0.3974664,0.3946824,0.38923,0.3816057,0.3732319,0.3655913,0.359385,0.354458,0.3507589,0.347934,0.3459648,0.3445369,0.3433674,0.3423485,0.3411444,0.3396245,0.3379413,0.3366527,0.3362734,0.3369512,0.3388379,0.3423748,0.3476067,0.3547123,0.3636003,0.374266,0.3863922,0.3993739,0.4125802,0.4256642,0.4380964,0.4494852,0.4597869,0.4690754,0.4781553,0.4888207,0.5030409,0.5219795,0.5448287,0.5702985,0.5977837,0.6256747,0.6518487,0.6753796,0.6954125,0.7117873,0.7245612,0.7336833,0.7402303,0.7446744,0.7477105,0.7494524,0.7502898,0.7496574,0.7476078,0.7446537,0.7410325,0.7369666,0.7327071,0.7283133,0.7237479,0.7191929,0.7146804,0.7103347,0.7063586,0.7029026,0.7001207,0.6976163,0.6953174,0.6931946,0.6912506,0.6892852,0.6872154,0.6850858,0.6828259,0.6804474,0.6776799,0.6740891,0.6699192,0.6652973,0.6603839,0.6556181,0.6508276,0.646104,0.6416011,0.6373865,0.6335347,0.6298883,0.6266139,0.6238036
SP14:11076,N,10/12/16,12:04:25,0.1816821,0.1882398,0.1968166,0.2062245,0.2157229,0.2248206,0.232864,0.2390497,0.242968,0.2448664,0.2454481,0.2449346,0.2435189,0.2413967,0.2387303,0.235489,0.2318507,0.2280454,0.224392,0.2207018,0.2169898,0.2133439,0.2096572,0.2061303,0.2030274,0.2003153,0.1980738,0.1962682,0.1950256,0.1942113,0.1939085,0.1941144,0.1947772,0.1960515,0.1986037,0.2039325,0.2138397,0.2293296,0.249225,0.2718667,0.2958561,0.318961,0.340101,0.358437,0.3738809,0.3876467,0.4004593,0.4122665,0.4218472,0.4280288,0.4306114,0.4300438,0.4261217,0.4189375,0.4093052,0.3990004,0.3897538,0.3821828,0.3762814,0.3718542,0.3685635,0.3662291,0.3645025,0.3631807,0.3620791,0.3607125,0.3589564,0.3569842,0.3554156,0.3548018,0.3554653,0.3574966,0.3613796,0.3672131,0.375181,0.38527,0.3974604,0.4114182,0.426422,0.4418844,0.4573542,0.4721962,0.4858832,0.4983076,0.5097506,0.5211852,0.5344248,0.5518647,0.574854,0.6024988,0.6332048,0.6662033,0.6992546,0.729661,0.756354,0.7789296,0.7971293,0.8109823,0.8211026,0.8281685,0.8330033,0.8364336,0.838367,0.8394667,0.8392367,0.8375557,0.834923,0.8316143,0.827997,0.8239477,0.819724,0.8152877,0.8107978,0.806299,0.8019753,0.7977661,0.7940695,0.7911512,0.7883041,0.7856886,0.7834299,0.781216,0.7792109,0.7772236,0.7748334,0.7724522,0.7699078,0.7667758,0.7627833,0.7580382,0.752759,0.7473347,0.7417015,0.7358828,0.7301524,0.7248377,0.7195278,0.714489,0.7098491,0.7055372,0.701669
