Sample_ID,Genotype,SourceID,Start.Weight,Start.Moisture,Cook.Date,HotPlate.ID,Hotplate.Pos,Cook.Time.Start,Bath.Start.Time,Steep.End.Date,Bath.End.Time,PH,Oven.ID,Tray.Empty.DML.1,Tray.Empty.DML.2,Tray.Empty.DML.3,Y.Kernel.Wet.Weight,Y.Kernel.Wet.With.Tray,Z.Kernel.Wet.Weight,Z.Kernel.Wet.With.Tray,Date.Tray.Dry,Tray.Dry.1,Tray.Dry.2,Tray.Dry.3,Date.Kernel.Dry,Y.Kernel.Tray.Dry.Weight,Z.Kernel.Tray.Dry.Weight,DML.Percent,Location,row,Moisture_Uptake,Y.Kernel.Moisture,Z.Kernel.Moisture
YC16:2246,PHG72,SP14:10621,100.1,13.4,8-17-2017,B,4,3:48,04:14:00,8-18-2017,8:44,12.31,B,11.5,11.6,11.4,15.2,16.4,15,16.2,8-24-2017,14.7,13.6,15.8,8-28-2017,9.9,9.8,0.0959040959,UMN,202,0.4271491228070175,0.427631578947368,0.426666666666667
YC16:1377,B37,SP14:10985,100,12,8-21-2017,A,1,3:21,03:45:00,8-22-2017,8:20,12.27,A,12.8,12.7,12.8,15.1,16.3,15.2,16.5,8-24-2017,15,15.1,16.9,8-29-2017,9.7,9.9,0.087,UMN,203,0.4356483095155105,0.437086092715232,0.434210526315789
YC16:2453,A321,SP15:10326,100.2,12.1,8-21-2017,A,2,3:21,03:45:00,8-22-2017,8:20,12.28,A,12.8,12.9,12.3,15.1,16.4,15.2,16.4,8-24-2017,15.7,15.7,15,8-29-2017,9.8,9.9,0.08383233533,UMN,204,0.43235883583129997,0.437086092715232,0.427631578947368
YC16:1151,SD40,SP14:10783,100.1,12.8,8-21-2017,A,4,3:21,03:45:00,8-22-2017,8:20,12.3,A,12.4,12.3,12.8,15.1,16.2,15.4,16.5,8-24-2017,16.4,14.4,15.1,8-29-2017,9.7,9.8,0.08391608392,UMN,206,0.4327642556119375,0.43046357615894,0.435064935064935
YC16:2023,SD40,SP14:10783,100.3,12.5,8-21-2017,B,1,3:47,04:11:00,8-22-2017,8:20,12.3,A,12.5,12.1,12.5,15.1,16.3,15.4,16.6,8-24-2017,14.3,17.3,14.6,8-29-2017,10.1,10.3,0.09072781655,UMN,207,0.4098434677904875,0.410596026490066,0.409090909090909
YC16:1235,R181B,SP14:10799,100.2,11.5,8-21-2017,B,3,3:47,04:11:00,8-22-2017,8:20,12.28,A,12.5,12.4,12.7,15.3,16.2,15,15.9,8-24-2017,15.1,17.4,14.2,8-29-2017,10.1,9.8,0.09081836327,UMN,209,0.4026797385620915,0.398692810457516,0.406666666666667
YC16:2155,C123,SP14:10781,100.1,13,8-21-2017,B,4,3:47,04:11:00,8-22-2017,8:20,12.26,A,12.2,12.8,12.6,15.4,16.4,15.1,16.1,8-24-2017,14.9,15.3,17,8-29-2017,9.7,9.5,0.0959040959,UMN,210,0.4360755138900835,0.435064935064935,0.437086092715232
YC16:2248,A305,SP14:10697,100.2,10.7,8-22-2017,A,1,3:28,03:49:00,8-23-2017,8:48,12.33,B,12.9,12.7,12.8,15.3,16.5,15.3,16.5,8-28-2017,14.8,16.2,15.2,8-31-2017,10,10.2,0.07784431138,UMN,211,0.418300653594771,0.424836601307189,0.411764705882353
YC16:1225,LP5,SP14:10770,100.2,13.1,8-22-2017,A,2,3:28,03:49:00,8-23-2017,8:48,12.29,B,12.5,12.6,12.5,15,16.2,15.2,16.4,8-28-2017,14.9,14.4,16,8-31-2017,10,10.2,0.07684630739,UMN,212,0.410614035087719,0.413333333333333,0.407894736842105
YC16:1072,DKPB80,SP14:10840,100,12,8-22-2017,A,3,3:28,03:49:00,8-23-2017,8:48,12.24,B,12.6,12.8,12.9,15.1,16.8,15.1,16.3,8-28-2017,16.3,15.1,15.1,8-31-2017,10.5,10.2,0.082,UMN,213,0.41059602649006655,0.417218543046358,0.403973509933775
YC16:1059,A208,SP14:10629,100.1,10.1,8-22-2017,B,4,3:52,04:17:00,8-23-2017,8:48,12.23,B,12.4,12.3,12.4,15.2,15.9,15.2,15.9,8-28-2017,14.5,16.8,15,8-31-2017,9.3,9.1,0.09190809191,UMN,217,0.4407894736842105,0.434210526315789,0.447368421052632
YC16:2061,W605S,SP14:10830,100.1,12.3,8-23-2017,A,1,3:28,03:50:00,8-24-2017,8:35,12.35,A,12.6,12.9,12.8,15.4,16.6,15.2,16.2,8-29-2017,15.1,15.6,15.4,9-1-2017,10.3,10.1,0.07092907093,UMN,218,0.4052033492822965,0.409090909090909,0.401315789473684
YC16:1252,DKFAPW,SP14:10829,100.2,12.3,8-23-2017,A,2,3:28,03:50:00,8-24-2017,8:35,12.29,A,12.9,12.9,12.9,15.1,16.2,15,16.2,8-29-2017,16.5,15.6,15.7,9-1-2017,10.3,10.2,0.0878243513,UMN,219,0.395364238410596,0.390728476821192,0.4
YC16:1286,W32,SP14:10850,100,11.6,8-23-2017,B,1,3:59,04:23:00,8-24-2017,8:35,12.28,A,13.2,13,12.8,15.1,16.3,15,16.2,8-29-2017,14.6,17.8,15.1,9-1-2017,10.2,10.2,0.085,UMN,221,0.4019867549668875,0.403973509933775,0.4
YC16:2439,W810G,SP14:11447,100.1,13.3,8-23-2017,B,2,3:59,04:23:00,8-24-2017,8:35,12.23,A,13.1,13.1,12.8,15.2,16.3,15.3,16.4,8-29-2017,15,15.8,18.2,9-1-2017,10.6,10.7,0.0999000999,UMN,222,0.37377450980392146,0.375,0.372549019607843
YC16:2314,DK78371A,SP14:10839,100,13.2,8-23-2017,B,3,3:59,04:23:00,8-24-2017,8:35,12.3,A,12.9,13,12.6,15,16.1,15,16.2,8-29-2017,14.7,17.2,15.3,9-1-2017,10.6,10.6,0.087,UMN,223,0.37,0.366666666666667,0.373333333333333
YC16:1066,PHG71,SP14:10800,100,11.9,8-23-2017,B,4,3:59,04:23:00,8-24-2017,8:35,12.24,A,12.6,12.9,13,15.3,16.4,15.1,16.2,8-29-2017,14.8,15.6,17.3,9-1-2017,10.5,10.3,0.092,UMN,224,0.388174695926936,0.38562091503268,0.390728476821192
YC16:2076,LH132,SP14:11269,100.2,14,8-24-2017,A,1,3:32,03:52:00,8-25-2017,8:38,12.37,B,12.8,12.7,12.9,15,16.2,15,16,8-30-2017,16.9,15.6,15,9-1-2017,10.2,10.1,0.09081836327,UMN,225,0.3966666666666665,0.4,0.393333333333333
YC16:1005,NK778,SP14:10744,100.1,11.2,8-24-2017,A,2,3:32,03:52:00,8-25-2017,8:38,12.29,B,12.8,12.7,12.6,15.3,16.3,15,16.1,8-30-2017,16.9,16.1,14.8,9-1-2017,9.7,9.6,0.0969030969,UMN,226,0.4323529411764705,0.431372549019608,0.433333333333333
YC16:2223,MS200,SP14:10745,100.2,12.5,8-24-2017,A,3,3:32,03:52:00,8-25-2017,8:38,12.27,B,12.6,12.6,12.5,15,16.1,15.2,16.2,8-30-2017,15.4,17.3,15.2,9-1-2017,9.5,9.6,0.1017964072,UMN,227,0.4371052631578945,0.44,0.434210526315789
YC16:2166,W552,SP14:10727,100.1,13.1,8-24-2017,A,4,3:32,03:52:00,8-25-2017,8:38,12.21,B,12.5,12.6,12.3,15.1,16.2,15.2,16.3,8-30-2017,16.9,15.9,15,9-1-2017,10.2,10.4,0.1038961039,UMN,228,0.3927544440571625,0.397350993377483,0.388157894736842
YC16:2474,LH59,SP14:10869,100,11.9,8-24-2017,B,1,3:55,04:16:00,8-25-2017,8:38,12.26,B,12.3,12.8,12.3,15.2,16.3,15.4,16.5,8-30-2017,17.1,14.2,15.2,9-1-2017,9.8,9.8,0.091,UMN,229,0.4313482570061515,0.427631578947368,0.435064935064935
YC16:2340,W607S,SP14:10862,100.1,11,8-24-2017,B,2,3:55,04:16:00,8-25-2017,8:38,12.28,B,12.8,12.4,12.5,15,16,15,16.1,8-30-2017,16.8,15.5,14.8,9-1-2017,9.6,9.9,0.09390609391,UMN,230,0.42000000000000004,0.426666666666667,0.413333333333333
YC16:2191,A548,SP14:10617,100.1,12.7,8-24-2017,B,3,3:55,04:16:00,8-25-2017,8:38,12.38,B,12.4,12.8,12.5,15.1,16.2,15,16.1,8-30-2017,16,14.5,14.9,9-1-2017,9.8,9.7,0.07692307692,UMN,231,0.425253863134658,0.423841059602649,0.426666666666667
YC16:1058,PHG86,SP14:10895,100,13.8,8-24-2017,B,4,3:55,04:16:00,8-25-2017,8:38,12.25,B,12.8,12.7,12.8,15.1,16.2,15.3,16.4,8-30-2017,15.6,17.5,15.1,9-1-2017,10.1,10.2,0.099,UMN,232,0.404601134051855,0.403973509933775,0.405228758169935
YC16:2083,6F629,SP14:11125,100.1,12.5,8-28-2017,A,3,3:32,03:57:00,8-29-2017,8:52,12.32,A,12.4,12.5,12.5,15.2,16.4,15,16.1,8-31-2017,15.6,16.5,14.6,9-6-2017,10.3,10,0.09290709291,UMN,235,0.4039912280701755,0.401315789473684,0.406666666666667
YC16:2023,SD40,SP14:10783,100.2,12.8,8-28-2017,A,4,3:32,03:57:00,8-29-2017,8:52,12.31,A,12.7,12.5,12.6,15.3,16.3,15.1,16.2,8-31-2017,14.7,14.3,17.7,9-6-2017,9.9,9.8,0.08882235529,UMN,236,0.42107085659871,0.418300653594771,0.423841059602649
YC16:2176,LH149,SP14:10687,100,12.7,8-28-2017,B,1,4:04,04:28:00,8-29-2017,8:52,12.33,A,12.6,12.4,12.4,15.1,16.1,15.1,16.1,8-31-2017,15,14,17.6,9-6-2017,9.6,9.5,0.092,UMN,237,0.433774834437086,0.43046357615894,0.437086092715232
YC16:1232,R113,SP14:10796,100,10.8,8-28-2017,B,3,4:04,04:28:00,8-29-2017,8:52,12.23,A,12.6,12.6,12.6,15.3,16.4,15.2,16.3,8-31-2017,15.9,15,18,9-6-2017,9.4,9.4,0.111,UMN,239,0.455731854145167,0.457516339869281,0.453947368421053
YC16:2047,A208,SP14:10629,100.2,10,8-28-2017,B,4,4:04,04:28:00,8-29-2017,8:52,12.26,A,12.8,12.8,12.6,15,16.1,15.2,16.2,8-31-2017,14.4,17.6,16,9-6-2017,8.6,8.7,0.09780439122,UMN,240,0.4967105263157895,0.5,0.493421052631579
YC16:1491,Pa762,SP14:10885,100,12.6,8-29-2017,A,2,3:35,04:00:00,8-30-2017,8.53,12.29,B,12.7,12.7,12.6,15.1,16.2,15.1,16.2,9-1-2017,14.8,16.1,16.4,9-7-2017,10,10,0.093,UMN,242,0.410596026490066,0.410596026490066,0.410596026490066
YC16:2308,Pa762,SP14:10885,100.2,11.7,8-29-2017,A,3,3:35,04:00:00,8-30-2017,8.53,12.27,B,12.8,12.4,12.6,15.1,16.1,15.1,15.7,9-1-2017,15.2,17.1,15.2,9-7-2017,9.9,9.7,0.09680638723,UMN,243,0.40397350993377446,0.410596026490066,0.397350993377483
YC16:2126,B85,SP14:10623,100.2,13.6,8-29-2017,A,4,3:35,04:00:00,8-30-2017,8.53,12.22,B,12.6,12.3,12.3,15.2,16.4,15.1,16.2,9-1-2017,18.2,15.1,14.4,9-7-2017,10.3,10.3,0.1047904192,UMN,244,0.396022133147438,0.401315789473684,0.390728476821192
YC16:1010,B87,SP14:10804,100.1,12,8-29-2017,B,1,4:04,04:27:00,8-30-2017,8.53,12.31,B,12.6,12.8,13,15.1,16.3,15.1,16.1,9-1-2017,15.2,17.9,14.9,9-7-2017,10.1,10.1,0.0959040959,UMN,245,0.403973509933775,0.410596026490066,0.397350993377484
YC16:1056,CH753-4,SP14:10729,100.1,12.6,8-29-2017,B,2,4:04,04:27:00,8-30-2017,8.53,12.3,B,12.8,12.7,12.7,15.2,16.3,15.2,16.2,9-1-2017,17.9,15.2,15.3,9-7-2017,9.8,9.9,0.1018981019,UMN,246,0.421052631578947,0.427631578947368,0.414473684210526
YC16:2157,N192,SP14:10741,100.1,12,8-29-2017,B,3,4:04,04:27:00,8-30-2017,8.53,12.35,B,12.6,12.7,12.3,15,16,15.2,16.2,9-1-2017,14,16.9,14.7,9-7-2017,9.6,9.7,0.07992007992,UMN,247,0.4271491228070175,0.426666666666667,0.427631578947368
YC16:2100,PHG50,SP14:10805,100.1,12.2,8-29-2017,B,4,4:04,04:27:00,8-30-2017,8.53,12.28,B,12.4,12.9,12.4,15.1,16.2,15.2,16.4,9-1-2017,17.2,14.4,14.9,9-7-2017,9.8,9.9,0.08791208791,UMN,248,0.4257363192750085,0.423841059602649,0.427631578947368
YC16:1309,LH59,SP14:10869,100,12.7,8-30-2017,A,1,3:28,03:50:00,8-31-2017,8.47,12.28,A,12.6,12.6,12.3,15,16.1,15.2,16.4,9-6-2017,14.7,14.8,16.7,9-8-17,9.6,9.8,0.087,UMN,249,0.43377192982456103,0.433333333333333,0.434210526315789
YC16:2062,PHJ90,SP14:11367,100.1,11.5,8-30-2017,A,2,3:28,03:50:00,8-31-2017,8.47,12.27,A,12.6,12.6,12.5,15.1,16.2,15.2,16.3,9-6-2017,17,15.6,14.7,9-8-17,9.7,9.8,0.0959040959,UMN,250,0.429047577553154,0.43046357615894,0.427631578947368
YC16:2061,W605S,SP14:10830,100.2,12.9,8-30-2017,A,4,3:28,03:50:00,8-31-2017,8.47,12.18,A,12.6,12.6,12.7,15.3,16.4,15.4,16.5,9-6-2017,17.5,14.7,15.2,9-8-17,10.1,10.1,0.09481037924,UMN,252,0.4136745607333845,0.411764705882353,0.415584415584416
YC16:2512,LH128,SP14:11268,100.2,12.6,8-30-2017,B,1,3:55,04:15:00,8-31-2017,8.47,12.23,A,12.5,12.6,12.7,15.6,16.7,15.2,16.3,9-6-2017,15.7,14.9,16.7,9-8-17,10.3,10.1,0.09481037924,UMN,253,0.4090755735492575,0.41025641025641,0.407894736842105
YC16:2265,PHW65,SP14:10913,100.1,12,8-30-2017,B,2,3:55,04:15:00,8-31-2017,8.47,12.22,A,12.5,12.6,12.6,15.3,16.3,15,16.1,9-6-2017,14.7,16.7,14.9,9-8-17,9.8,9.6,0.08591408591,UMN,254,0.429084967320261,0.424836601307189,0.433333333333333
YC16:1266,N217,SP14:11088,104.7,12.8,8-30-2017,B,3,3:55,04:15:00,8-31-2017,8.47,12.22,A,12.5,12.6,12.6,15.2,15.9,15.3,16.4,9-6-2017,14.9,15.2,16.7,9-8-17,9.8,10.1,0.08691499522,UMN,255,0.4065402476780185,0.401315789473684,0.411764705882353
YC16:2405,FR19,SP14:10837,100.2,13.4,8-30-2017,B,4,3:55,04:15:00,8-31-2017,8.47,12.25,A,12.6,12.7,12.4,15.3,16.3,15.2,16.3,9-6-2017,15.9,14.5,15.2,9-8-17,9.5,9.6,0.07884231537,UMN,256,0.4426169590643275,0.444444444444444,0.440789473684211
YC16:2235,CH753-4,SP14:10729,100.1,12.5,8-31-2017,A,2,3:40,04:15:00,9-1-2017,8:48,12.21,B,13.8,13.3,13.2,15.2,16.3,15,16,9-7-2017,18.1,15.3,16,9-13-17,9.6,9.3,0.09090909091,UMN,258,0.443728070175439,0.440789473684211,0.446666666666667
YC16:2191,A548,SP14:10617,100.1,12.6,8-31-2017,A,3,3:40,04:15:00,9-1-2017,8:48,12.29,B,13.7,13.3,13.8,15.1,16.1,15,16.2,9-7-2017,15.4,17.5,15.8,9-13-17,9.5,9.6,0.07892107892,UMN,259,0.438543046357616,0.437086092715232,0.44
YC16:2019,CH157,SP14:10696,100.2,13.2,8-31-2017,A,4,3:40,04:15:00,9-1-2017,8:48,12.13,B,13.9,13.5,13.8,15.2,16.3,15.1,16.3,9-7-2017,16.1,16.4,19.5,9-13-17,9.9,9.9,0.1077844311,UMN,260,0.42244684559079804,0.421052631578947,0.423841059602649
YC16:1232,R113,SP14:10796,100,10.3,8-31-2017,B,1,4:00,04:25:00,9-1-2017,8:48,12.17,B,13.5,13.5,13.2,15,16.1,15.1,16.1,9-7-2017,19.4,15.7,16.3,9-13-17,9.3,9.2,0.112,UMN,261,0.4551434878587195,0.453333333333333,0.456953642384106
YC16:1151,SD40,SP14:10783,100.3,12.6,8-31-2017,B,2,4:00,04:25:00,9-1-2017,8:48,12.2,B,13.3,13.5,13.6,15.2,16.3,15.2,16.4,9-7-2017,18.1,15.9,16,9-13-17,10,10.1,0.09571286142,UMN,262,0.414473684210526,0.414473684210526,0.414473684210526
YC16:1005,NK778,SP14:10744,100.3,11.4,8-31-2017,B,3,4:00,04:25:00,9-1-2017,8:48,12.19,B,13,13.6,13.3,15.3,16.4,15,16.1,9-7-2017,18.6,15,15.7,9-13-17,9.8,9.6,0.09371884347,UMN,263,0.4323529411764705,0.431372549019608,0.433333333333333
YC16:1224,Va99,SP14:10932,100.2,12.3,8-31-2017,B,4,4:00,04:25:00,9-1-2017,8:48,12.16,B,13.4,13.5,13,15.2,16.3,15.2,16.3,9-7-2017,18.2,15.6,14.8,9-13-17,10.3,10.4,0.08682634731,UMN,264,0.3914473684210525,0.394736842105263,0.388157894736842
YC16:1173,CI 40H,SP14:11204,100.2,11.6,9-5-2017,B,1,4:57,05:20:00,9-6-2017,8:33,12.3,A,14,13.7,13.7,15,16.1,15,16.1,9-8-2017,18.4,15.6,16.7,9-15-2017,9.5,9.5,0.09281437126,UMN,265,0.44,0.44,0.44
YC16:1222,A548,SP14:10617,100.2,11.7,9-5-2017,B,2,4:57,05:20:00,9-6-2017,8:33,12.3,A,14,14.1,13.8,15.3,16.4,15,16.1,9-8-2017,17.2,16,16.5,9-15-2017,10.1,9.8,0.07784431138,UMN,266,0.4158823529411765,0.411764705882353,0.42
YC16:2178,ND265,SP14:10661,100.2,11.6,9-5-2017,B,4,4:57,05:20:00,9-6-2017,8:33,12.27,A,12.7,12.5,12.6,15.2,16.3,15,16.1,9-8-2017,14.7,15.2,15.7,9-15-2017,9.9,9.8,0.07784431138,UMN,268,0.4205263157894735,0.421052631578947,0.42
YC16:1219,A73,SP14:10901,100.3,12.3,9-6-2017,A,1,4:03,04:25:00,9-7-2017,8:45,12.35,B,12.5,12.7,12.5,15.1,16.2,15.2,16.2,9-13-2017,14.7,14.9,17.1,9-19-2017,9.8,9.9,0.08973080758,UMN,269,0.41915737190658753,0.423841059602649,0.414473684210526
YC16:2164,DKFAPW,SP14:10829,100.3,12.6,9-6-2017,A,2,4:03,04:25:00,9-7-2017,8:45,12.29,B,12.7,12.4,12.7,15.2,16.4,15.2,16.4,9-13-2017,16.2,15.2,16,9-19-2017,10.1,10.1,0.09571286142,UMN,270,0.414473684210526,0.414473684210526,0.414473684210526
YC16:2057,MS224,SP14:10921,100.2,11.2,9-6-2017,A,3,4:03,04:25:00,9-7-2017,8:45,12.31,B,12.9,12.7,13,15.3,16.4,15.3,16.4,9-13-2017,15.2,17.6,14.5,9-19-2017,10,9.9,0.08682634731,UMN,271,0.42156862745098,0.418300653594771,0.424836601307189
YC16:2362,NKS8326,SP14:10834,100.1,12.2,9-6-2017,A,4,4:03,04:25:00,9-7-2017,8:45,12.24,B,12.9,12.7,12.7,15.1,16.3,15.3,16.5,9-13-2017,14.8,16.4,16.1,9-19-2017,9.8,9.9,0.08991008991,UMN,272,0.430918062589274,0.43046357615894,0.431372549019608
YC16:2202,PHG71,SP14:10800,100,11,9-6-2017,B,1,4:37,05:00:00,9-7-2017,8:45,12.3,B,12.6,12.7,12.7,15.1,16.2,15.3,16.4,9-13-2017,15.1,16.2,15.9,9-19-2017,9.6,9.9,0.092,UMN,273,0.43096134701121047,0.437086092715232,0.424836601307189
YC16:1279,FR19,SP14:10837,100,12.1,9-6-2017,B,2,4:37,05:00:00,9-7-2017,8:45,12.33,B,12.8,12.8,12.5,15,16.1,15.2,16.3,9-13-2017,15.5,15.7,15.1,9-19-2017,9.7,9.8,0.082,UMN,274,0.4271491228070175,0.426666666666667,0.427631578947368
YC16:1188,PHJ90,SP14:11367,100.1,11.2,9-6-2017,B,3,4:37,05:00:00,9-7-2017,8:45,12.33,B,12.6,12.8,12.8,15.1,16.2,15,16.1,9-13-2017,16.6,15.2,15.5,9-19-2017,9.6,9.5,0.09090909091,UMN,275,0.438543046357616,0.437086092715232,0.44
YC16:2133,PHG80,SP14:10824,100,12,9-6-2017,B,4,4:37,05:00:00,9-7-2017,8:45,12.33,B,12.7,12.7,12.5,15.4,16.5,15.3,16.3,9-13-2017,16.8,15.1,14.4,9-19-2017,9.8,9.6,0.084,UMN,276,0.4364867158984805,0.435064935064935,0.437908496732026
YC16:1236,Oh43,SP15:10318,100.1,11.2,9-7-2017,A,2,4:08,04:34:00,9-8-2017,9:16,NA,A,12.9,13.2,12.8,15.2,16.4,15.2,16.4,9-14-2017,15.3,15.2,18.1,9-20-2017,10.6,10.16,0.0969030969,UMN,277,0.39605263157894754,0.381578947368421,0.410526315789474
YC16:2501,Va26,SP14:10852,100.2,12.1,9-7-2017,B,2,4:41,05:05:00,9-8-2017,9:16,NA,A,12.8,13.1,12.8,15.2,16.4,16,16.1,9-14-2017,15,17.7,15.9,9-20-2017,10.1,9.8,0.09880239521,UMN,279,0.40411184210526296,0.414473684210526,0.39375
YC16:2108,A322,SP14:10703,100,12.5,9-7-2017,B,3,4:41,05:05:00,9-8-2017,9:16,NA,A,13.2,12.8,13,15.2,16.4,15.1,16.2,9-14-2017,15.3,15.7,18.2,9-20-2017,10.6,10.4,0.102,UMN,280,0.38284245381666104,0.381578947368421,0.384105960264901
YC16:1010,B87,SP14:10804,100.2,11.8,9-7-2017,B,4,4:41,05:05:00,9-8-2017,9:16,NA,A,12.9,13.4,13.2,15,16.2,15.2,16.3,9-14-2017,14.9,16.3,18.1,9-20-2017,10.2,10.5,0.09780439122,UMN,281,0.3907894736842105,0.4,0.381578947368421
YC16:2167,W602S,SP14:10825,100,14.1,9-12-2017,A,1,4:06,04:32:00,9-13-17,8:53,12.25,B,13.5,13.1,13.2,14.9,16.2,15,16.3,9-15-2017,16.9,15.5,15.9,9-21-2017,10.1,10.1,0.085,UMN,282,0.4113646532438475,0.409395973154362,0.413333333333333
YC16:1240,L 135,SP14:11262,100.1,10.9,9-12-2017,A,2,4:06,04:32:00,9-13-17,8:53,12.23,B,13,13.1,13.2,15.1,16.2,15.3,16.5,9-15-2017,15.1,17.6,15.9,9-21-2017,9.8,9.9,0.09290709291,UMN,283,0.4276068043111285,0.423841059602649,0.431372549019608
YC16:1385,B109,SP14:10858,100.2,12.7,9-12-2017,A,3,4:06,04:32:00,9-13-17,8:53,12.22,B,13.1,13,13,15.4,16.5,15,16.2,9-15-2017,15.3,17.6,15.6,9-21-2017,10.4,10.2,0.09381237525,UMN,284,0.398051948051948,0.396103896103896,0.4
YC16:1480,LH197,SP14:11287,100.1,12.8,9-12-2017,A,4,4:06,04:32:00,9-13-17,8:53,12.21,B,12.9,13,12.9,15,16.1,15.1,16.4,9-15-2017,15.3,15.9,16.6,9-21-2017,10.4,10.6,0.08991008991,UMN,285,0.3820529801324505,0.38,0.384105960264901
YC16:1358,Pa778,SP14:10835,100,12.2,9-12-2017,B,1,4:38,05:02:00,9-13-17,8:53,12.25,B,12.8,12.9,12.7,15.1,16.2,15.3,16.3,9-15-2017,17,15,15.5,9-21-2017,9.9,10,0.091,UMN,286,0.4144916244643555,0.417218543046358,0.411764705882353
YC16:1264,Va26,SP14:10852,100,12,9-12-2017,B,3,4:38,05:02:00,9-13-17,8:53,12.26,B,12.9,12.7,12.8,15,16.2,15.1,16.2,9-15-2017,17.9,15.1,15.5,9-21-2017,10.1,10.2,0.101,UMN,288,0.402008830022075,0.406666666666667,0.397350993377483
YC16:1128,A334,SP14:10740,100.2,12.4,9-12-2017,B,4,4:38,05:02:00,9-13-17,8:53,12.24,B,12.6,13,14.2,15.1,16.2,15,16.1,9-15-2017,16.3,16.2,15.7,9-21-2017,9.9,9.7,0.08383233533,UMN,289,0.4219426048565125,0.417218543046358,0.426666666666667
YC16:2140,LP5,SP14:10770,100.1,11.9,9-13-2017,A,1,4:05,04:26:00,9-14-2017,9:22,NA,A,12.4,12.2,12.5,15.1,16.3,15.3,16.5,9-19-2017,16.8,14.5,14.6,9-22-2017,10.4,10.4,0.08791208791,UMN,290,0.394710643639354,0.390728476821192,0.398692810457516
YC16:2015,Oh43,SP15:10318,100.1,12.5,9-13-2017,A,2,4:05,04:26:00,9-14-2017,9:22,NA,A,12.5,12.4,12.5,15,16.2,15.2,16.4,9-19-2017,16.9,15.2,14.5,9-22-2017,10.4,10.6,0.09190809191,UMN,291,0.384122807017544,0.386666666666667,0.381578947368421
YC16:1313,B120,SP14:10929,100,12.6,9-13-2017,A,3,4:05,04:26:00,9-14-2017,9:22,NA,A,12.2,13,12.8,15.1,16.3,15.3,16.4,9-19-2017,17.1,14.9,16.3,9-22-2017,10.4,10.6,0.103,UMN,292,0.3849067220707265,0.390728476821192,0.379084967320261
YC16:1052,W602S,SP14:10825,100.1,12.9,9-13-2017,B,1,4:31,04:55:00,9-14-2017,9:22,NA,A,13,12.4,12.3,15.1,16.2,15.1,16.2,9-19-2017,16.6,15.3,15.6,9-22-2017,10.1,10.1,0.0979020979,UMN,294,0.403973509933775,0.403973509933775,0.403973509933775
YC16:2459,KUNG-70,SP14:10625,100.1,12.9,9-13-2017,B,2,4:31,04:55:00,9-14-2017,9:22,NA,A,12.8,12.7,12.6,15.1,15.8,15.2,16.3,9-19-2017,14.9,15,17.3,9-22-2017,10.5,10.5,0.09090909091,UMN,295,0.3662861624259325,0.350993377483444,0.381578947368421
YC16:1015,A305,SP14:10697,100.1,10.5,9-13-2017,B,3,4:31,04:55:00,9-14-2017,9:22,NA,A,12.7,12.7,12.4,15.1,16.2,15.4,16.5,9-19-2017,16.9,14.8,14.7,9-22-2017,9.9,10.1,0.08591408591,UMN,296,0.416401479315387,0.417218543046358,0.415584415584416
YC16:1051,W605S,SP14:10830,100,12,9-13-2017,B,4,4:31,04:55:00,9-14-2017,9:22,NA,A,12.8,12.8,12.9,15.1,16.3,15.3,16.5,9-19-2017,16.2,15.5,16.7,9-22-2017,10.6,10.8,0.099,UMN,297,0.37501623165822595,0.377483443708609,0.372549019607843
YC16:1318,A321,SP15:10326,100.4,12.2,9-14-2017,A,1,3:54,04:17:00,9-15-2017,9:20,12.25,B,12.7,12.8,13.1,15.1,16.3,15.2,16.3,9-20-2017,15.3,16,16.6,9-26-2017,9.8,10,0.09281437126,UMN,298,0.422468630184733,0.43046357615894,0.414473684210526
YC16:2462,87916W,SP14:11129,100,13.9,9-14-2017,A,2,3:54,04:17:00,9-15-2017,9:20,12.28,B,13.2,12.8,12.7,15.2,16.4,15.2,16.3,9-20-2017,15.3,15.9,16.8,9-26-2017,10.2,10.2,0.093,UMN,299,0.40460526315789447,0.407894736842105,0.401315789473684
YC16:2239,SD101,SP14:10795,100.1,12.9,9-14-2017,A,3,3:54,04:17:00,9-15-2017,9:20,12.21,B,13,12.5,12.7,15,16.1,15.2,16.3,9-20-2017,17.7,14.6,14.9,9-26-2017,10.1,10,0.09,UMN,300,0.407236842105263,0.4,0.414473684210526
YC16:1102,MS224,SP14:10921,100,11.6,9-14-2017,A,4,3:54,04:17:00,9-15-2017,9:20,21.26,B,13.1,12.7,12.8,15,16.2,15.1,16.2,9-20-2017,15.2,15.3,16.7,9-26-2017,9.9,10,0.08591408591,UMN,301,0.415298013245033,0.42,0.410596026490066
YC16:2273,MS221,SP14:10903,100.2,11.9,9-14-2017,B,1,4:21,04:45:00,9-15-2017,9:20,12.27,B,12.7,12.6,12.8,15.3,16.3,15.2,16.3,9-20-2017,15,16.1,15.4,9-26-2017,9.2,9.2,0.08383233533,UMN,302,0.46557877536979697,0.464052287581699,0.467105263157895
YC16:2477,B37,SP14:10985,100,11.9,9-14-2017,B,2,4:21,04:45:00,9-15-2017,9:20,12.28,B,12.4,12.6,12.5,14.9,16.1,15.3,16.4,9-20-2017,14.9,16.4,15.5,9-26-2017,9.6,9.7,0.093,UMN,303,0.4370750537351405,0.436241610738255,0.437908496732026
